TOKEN	L1	L2
zinganyakazi	1	0
noma	0	0
ngabe	0	0
zinyakaziswa	0	0
ngendlunzula.	1	1

Olwaveza	0	0
ukuthi	0	0
imithetho	1	0
ethinta	0	0
ubukhosi	0	1
ayihambisani	1	0
nomthetho	0	0
sisekelo	1	0
omusha.	1	0

UMbopha	0	0
asondele	1	0
awubhuxeke	1	1
umkhonto	0	0
enhlizweni	1	0
kaShaka.	0	0

Bangabeka	0	0
imibono	1	0
ngezindlela	0	0
nemigudu	0	0
eyehlukene	0	1
yokunciphisa	1	0
umonakalo	0	0
ongadaleka	1	0
emvelweni.	0	0

Uma	0	0
bengena	0	0
ngendlovu	1	1
yangena	0	1
akuselula	0	0
ukuthi	0	0
ngisebenzise	1	0
indlela	0	0
yami	0	0
yokuthula	0	0
noxolo.	1	0

Amashede	0	0
obisi,	0	0
yindawo	1	0
lapho	0	0
kusengwa	0	0
khona	0	0
nalapho	0	0
kuphathwa	1	0
khona	0	0
ubisi	0	1
ngendlela	0	0
ehlanzekile.	1	0

Qiniseka	1	0
ukuthi	0	0
isiguli	0	1
siyazi	0	0
ukuthi	0	0
sisetshenziswa	1	0
kanjani	0	0
iseleko	0	0
futhi	0	0
sisihlanganise	1	0
kahle.	0	0

Indawo	0	0
idinga	1	0
isenzo	0	0
esithile	0	0
sokugcina	1	0
iqophelo	0	0
lomoya	0	0
ngenhloso	1	1
yokulungisa	0	0
isimo	0	0
esikhona.	1	0

Ngakube	0	0
abantu	1	0
abaningi	0	0
ogxile	1	1
kubo	0	0
bahlala	0	0
kuphi?	0	0

Wazixwayisa	1	0
ngokuthi	0	0
uma	0	0
zinemilomo	1	1
emanzi	0	1
kuyobe	0	0
zizimbela	0	0
amaliba	1	0
ziphila.	0	0

Hlukanisani	1	0
lezi	0	0
zimo	0	0
zokukhuluma	1	1
ngokuthi	0	0
ziyizaga	0	0
noma	0	0
ziyizisho	0	0
bese	0	0
ninika	0	0
incazelo	1	0
yazo.	0	0

UFezela	0	0
yilokhu	1	0
esemva	0	0
kwakhe	0	0
etshikizisa	1	1
umsila	0	0
emkhapha.	1	0

Abantu	0	0
okuyibona	1	0
abadayisa	0	0
ucansi	1	1
abaphuli	0	0
umthetho	0	0
ngoba	0	0
babonwa	0	0
kungabantu	0	0
okufanele	0	0
bavikelwe.	0	0

Isahlulelo	1	0
esikhishwe	0	0
ecaleni	1	0
lapho	0	0
inkantolo	0	0
ingenawo	0	0
khona	0	0
amandla	1	0
sithathwa	0	0
njengento	1	0
eyize.	0	1

Ngizokusiza	1	0
ekutheni	0	0
uthole	0	0
ukuthi	0	0
umuntu	1	1
ngabe	0	0
unayo	0	0
yini	0	0
inkinga	0	0
yotshwala.	1	0

Angafingqa	0	0
inkulumo	1	0
yakhe	0	1
ngokugcizelela	1	0
amaphuzu	0	0
asemqoka	1	0
awashilo.	0	0

Isitifiketi	0	0
sokufa	1	0
noma	0	0
ikhophi	0	0
yaso	0	0
eqondene	1	0
nomufi	0	1
okubikwa	1	0
ngaye	0	0
ifa	0	0
lakhe.	0	0

Isizathu	0	0
saloku	0	0
ukuthi	1	0
igazi	0	0
kumele	0	0
lithathwe	0	0
engakapheli	0	0
amahora	0	0
amabili	0	0
eboshiwe	1	0
umuntu.	0	1

Kuzodingeka	1	0
ukuthi	0	0
uke	0	0
umyeke	0	0
mhlawumbe	1	1
uzobuye	0	0
asibone	0	0
isidingo	0	0
sokuthi	0	0
ashadelwe	1	0
nguwe.	0	0

Bangakunika	1	0
usizo	0	0
mahhala	1	0
ngokuvikela	0	0
imvelo	1	1
yakho.	0	0

Uxoxa	1	0
indaba	0	0
ngomoya	0	0
ophansi	0	0
futhi	0	0
ngesibomu	0	0
okwenza	0	0
abafana	1	0
abancane	0	1
baphelelwe	0	0
yisineke.	1	0

Ngibona	0	0
ukuthi	0	0
kuzomele	1	0
ulale	0	0
lapha	0	1
ekhaya	0	1
ukuze	0	0
ekuseni	1	0
sivuke	0	0
siphuthume	0	0
ehhovisi.	1	0

UZonke	0	0
wezwa	0	0
nje	0	0
ngomsindo	1	0
wezicathulo	0	0
esitaladini,	1	0
wathi	0	0
nhla	0	1
wambona	0	0
ehla	0	0
njalo	0	0
uZongile.	0	0

Kodwa	0	0
konke	0	0
lokho	0	0
kwakugcina	1	0
sekuyize	0	1
leze	0	1
ngoba	0	0
kwakuthi	1	0
angadla	0	0
esuthe	0	0
afikelwe	1	0
isithongwana.	0	0

Izijula	0	1
zazinikwa	1	0
ukudla	0	0
kwazo	0	0
ngokukhulu	1	0
ukucophelela.	1	0

Yazisa	0	0
umuntu	0	0
omsizayo	0	1
ngomgudu	0	0
noma	0	0
isimo	0	0
sesicelo	1	0
sakhe	0	0
njalo	0	0
ngosuku	1	0
noma	0	0
ngesonto.	0	0

Eqinisweni	1	1
yimi	0	0
owenze	0	0
iphutha	0	0
ntanga	0	0
ukuthi	0	0
ngingakutsheli	1	0
ukuthi	0	0
ungalingi	0	0
umthinte	1	0
ngesandla.	0	0

UShange	0	0
uthi	0	0
ubeshilo	1	0
ukuthi	0	0
ingane	0	1
ihlushwa	0	0
abaphansi,	1	1
kodwa	0	0
uMaMthembu	0	0
wayisa	0	0
eNdiyeni.	1	0

Ofake	0	1
isicelo	1	1
kufanele	0	0
asayine	0	0
wonke	0	0
lawo	0	0
maphepha	1	0
engezelwe	0	0
noma	0	0
ayingxenye	1	0
yesicelo	0	0
esifakiwe.	0	0

Noma	0	0
yimuphi	0	0
omunye	0	0
umshado	1	0
oqalwa	1	0
kanjalo	0	0
uyize	0	1
futhi	0	0
awukho	0	0
emthethweni	1	0
isigaba	0	0
samashumi	0	0
amahlanu	0	0
nantathu.	0	0

Ungaphuza	0	0
ebhodleleni	1	1
bese	0	0
uzitshela	1	0
ukuthi	0	0
ithamo	0	0
lokugcina.	1	0

Kungabe	0	1
uhlala	1	0
njalo	0	0
kuleli	0	0
khaya	0	0
okungenani	0	0
ubusuku	1	0
obune	0	0
ngeviki	0	0
emasontweni	1	0
amane	0	0
edlule?	0	0

Ibuye	0	0
ibheke	0	0
ucwaningo	1	0
lwezenzo	0	0
zomphakathi	1	1
bese	0	0
ubona	0	0
ukuthi	0	0
izifo	0	0
zanda	1	0
kanjani.	0	0

Le	0	0
ngxenye	0	0
ingagcwaliswa	1	0
kuphela	0	1
uma	0	0
isicelo	0	0
solwazi	0	0
senziwa	0	0
esikhundleni	1	0
somunye	0	0
umuntu.	1	0

Uhlaka	0	1
lokulawula	0	0
lwakhelwa	0	0
ukuba	0	0
kufezeke	0	0
izinjongo	1	0
zoMthetho	0	0
bese	0	0
lwethula	0	0
izimfuno	1	0
zawo.	0	0

Kugoqoze	1	1
bese	0	0
ukunika	0	0
umuntu	0	0
ophalazayo	1	0
nohudayo	0	0
njengoba	0	0
lokhu	0	0
kuqeda	0	0
amanzi	1	0
emzimbeni.	0	0

Sithintana	0	0
nabomndeni	0	0
balabo	0	0
Bantu	0	0
ababoshwe	1	0
kwamanye	0	1
amazwe	0	0
uma	0	0
besicela	1	0
ukuthi	0	0
senze	0	0
njalo.	0	0

Umkakhe	0	0
wafisa	0	0
ukwazi	1	0
ukuthi	0	0
le	0	1
ambulensi	0	0
engabe	0	0
izomfica	1	0
esaphila	0	0
yini	0	0
lo	0	0
eyomlanda.	1	0

Ngikuxoshisa	1	1
ngezinkabi	0	0
eziyisihlanu	0	0
njengomvuzo	1	0
wakho	0	0
wokuphatha	1	0
kahle	0	0
umame.	0	0

Namuhla	0	0
sekucishe	1	0
sekuphele	0	0
izinyanga	0	0
eziyishumi	1	0
kwenzeka	0	1
ukuthi	0	0
mina	0	0
noLwazi	0	0
sibe	0	0
ndawonye.	1	0

Okwalamula	1	1
ukuthi	0	0
ugogo	0	0
amtshele	0	0
isibongo	1	0
sikayise.	0	0

Fundisa	0	0
izingane	1	1
zakho	0	1
ukuthi	0	0
zingaze	1	0
nje	0	0
ziqale	0	0
kwakuphuza	1	0
utshwala.	0	0

Bonke	0	0
basho	0	0
ngazwi	1	0
linye	0	0
ukuthi	0	0
abantu	0	0
babo	0	0
babhecwa	1	1
ngobende	0	1
inyama	0	0
bengayidlanga.	1	0

Ngendlela	0	0
efanayo	0	1
ukudla	1	0
kunika	0	0
umzimba	0	0
wakho	0	0
amandla	1	0
okuhamba	0	0
nokwenza	0	0
izinto	0	0
ofuna	0	0
ukuzenza.	1	0

Nokho	0	0
wacacisa	1	0
ukuthi	0	0
uzoke	0	1
alinde	1	0
abone	0	0
ukuthi	0	0
uyabuya	0	0
yini	0	0
umntwana	1	0
noma	0	0
cha.	0	0

Zidinga	0	0
indawo	1	1
ethule	0	1
kanye	0	0
nabantu	0	0
abanomusa	1	0
kanye	0	0
nesikhathi	0	0
esiningi	0	0
sokuthi	1	0
zibe	0	0
ngcono.	0	0

Eqa	1	0
kuphela	0	0
uma	0	0
ngabe	0	0
umuntu	1	1
oluhlaza	0	1
ekhanyisile	1	0
futhi	0	0
kuphephile	0	0
ukwenze	0	0
njalo.	0	0

UFezela	0	1
wayelokhu	1	0
esemva	0	0
kwakhe	0	0
emlandela	1	0
kungathi	0	0
umgadile	1	0
ukuthi	0	0
angebi	0	0
lutho	0	0
kubo.	0	0

Gcizelela	1	0
ukuthi	0	0
kubalulekile	1	0
ukuthi	0	0
umphakathi	1	1
uzazi	0	0
izinsiza	0	0
ozozithola.	0	0

Laba	0	0
baholi	1	1
bendabuko	0	1
kumele	0	0
banikwe	0	0
isikhathi	1	0
esanele	0	0
sokuthi	0	0
bayoqeqeshwa	1	0
babuye	0	0
bafungiswe.	1	0

Ukuzigculisa	0	1
kwezisebenzi	1	0
noma	0	0
okuphathelene	0	0
nohlelo	0	0
olulodwa	1	0
kumele	0	0
kubekwe	0	0
ngemuva.	1	0

Uye	0	0
wahlangabezana	1	0
nobunzima	0	0
obungakanani	0	1
empilweni	1	0
yakhe	0	0
yansuku	1	0
zonke	0	0
ngenxa	0	0
yobuhlungu	0	0
bakhe?	0	0

Isikhalo	0	0
singaxazululwa	1	1
yinoma	0	0
imuphi	0	0
umuntu	1	0
kulowo	0	0
mkhakha	0	0
oqondene	1	0
onamandla	0	0
okwenza	0	0
lokho.	0	0

Nanoma	0	0
yiliphi	0	0
olunye	0	1
udaba	1	1
sekuhlangene	0	0
naloko	0	0
okubekwe	0	0
ngaphansi	1	0
kwesigaba.	0	0

Angazi	0	0
noma	0	0
kunjalo	0	0
ngempela	1	0
yini	0	0
njengoba	0	0
lokhu	0	0
ngikubone	0	0
epasini	1	1
lakho	0	1
izolo.	1	0

Abafana	0	0
abavela	1	0
emakhaya	0	1
ampofu	1	1
babelwa	0	0
imfuyo	1	0
lapho	0	0
sebekhulile	0	0
ukuze	0	0
baqale	0	0
izibaya	1	0
zabo.	0	0

Linda	0	0
okungenani	1	1
amahora	0	0
amabili	1	0
uma	0	0
usudlile	1	0
ngaphambi	0	0
kokuba	0	0
ulale.	0	0

Ezinye	0	0
iziwombe	1	0
lapho	0	0
izingane	0	0
zingashiywa	0	0
khona	0	0
ekulondweni	1	0
ngonina	0	0
yilapho	0	0
zisancela	1	1
(ibele).	0	1

Basinda	0	0
ngokulambisa	1	1
ngenkathi	0	0
ibhola	1	0
lishaya	0	0
ipali	0	0
liphumela	0	0
ngaphandle.	1	0

Yiza	0	0
eNkantolo	1	1
uzogcwalisa	0	0
ifomu	1	0
lokufaka	0	0
isicelo.	1	0

Uyelulekwa	1	0
ukuthi	0	0
usike	0	0
amazinyo	1	0
usebenzisa	0	0
isigedla	1	0
samazinyo	0	0
esifanele.	0	1

UPhenduka	0	0
wazithela	1	0
phezu	0	0
kwalowo	0	0
mkhuba	1	0
naye	0	0
waba	0	0
mdibimunye	1	0
nabo	0	0
zalima	0	1
zaya	0	1
etsheni.	0	1

Lokhu	0	0
kuchaza	1	0
kufanele	0	0
kukhanye	0	0
futhi	0	0
kuveze	0	0
imizwa	1	0
kanye	0	0
nenkumbulo	1	0
yomlobi	0	1
lowo.	0	1

Alithathe	0	0
ahlale	0	0
embhedeni	1	0
maqondana	0	0
noLwazi	0	0
bese	0	0
elifunda,	1	0
elokhu	0	0
eqisa	0	1
amehlo	0	0
akhe	0	0
ngale	0	0
kwalo.	0	0

Umnini	0	0
wamadela	1	0
kufanele	0	0
ahlinzeke	0	0
ngayo	0	1
yonke	0	1
imishini	1	0
efanele	0	0
edinga	0	0
ukugcina	0	0
inhlanzeko.	1	0

Wonke	0	0
umuntu	1	0
ongenawo	0	0
amaphepha	0	0
omsebenzi	1	0
avunyelwe	0	0
noma	0	0
aziwa	0	0
yikhansela	0	1
angasifaka	1	0
isicelo.	0	0

Okwamanje	0	0
asilwe	0	0
nale	0	1
nkinga	0	1
yokuthi	0	0
ngizophuma	0	0
ngishone	0	0
kuphi	0	0
kusasa	0	0
uma	0	0
sengihamba	1	0
kwaDube.	0	0

Lifunde	0	0
futhi	1	0
uze	0	0
ube	0	0
nesiqiniseko	0	0
ukuthi	0	0
umbiko	1	0
ofuna	0	0
ukuwudlulisa	0	0
iwona	0	0
ngempela	1	1
yini.	0	1

Yekanini	0	1
madoda	1	1
usuku	0	0
lonke	0	0
abalichithe	1	0
kwadokotela.	1	0

Faka	0	0
isicelo	1	0
esisha	0	1
sephomedi	1	0
uma	0	0
lena	0	0
onayo	0	0
isiphelelwe	1	0
yisikhathi	0	0
emuva	0	0
kwezinyanga	0	0
ezintathu.	1	0

Wacikica	0	0
amehlo	1	1
akhe	0	1
waqalaza	0	0
njengomuntu	1	0
ovuka	0	0
ebuthongweni.	1	0

Ingaphetha	0	0
ngokuba	1	0
bezwane	0	0
noma	0	0
bangezwani	1	0
kuye	0	1
ngokuthi	0	1
udaba	0	0
ebebeluxoxa	1	0
luhamba	0	0
kanjani.	0	0

Umfakisicelo,	1	1
lowo	0	0
ocela	0	0
ulwazi	0	0
ngaye	0	0
noma	0	0
umuntu	0	0
okukhulunywa	1	0
ngaye	0	0
mayelana	0	0
nesicelo	1	0
sokuthola.	0	0

Kuyithemba	0	0
nelungelo	1	0
kimi	0	0
ukwethula	0	0
lemanyule	1	1
kini	0	0
izakhamuzi	1	0
zaseNingizimu	0	0
Afrika.	0	0

Ukuthi	0	0
bazi	0	0
futhi	0	0
baqonde	1	0
ukuthi	0	0
ukufunda	0	0
ulimi	1	1
olusha	0	1
yinto	0	0
eyenzeka	0	0
cishe	0	0
impilo	1	0
yakho	0	0
yonke.	0	0

Uyacelwa	0	0
ukuba	0	0
uqaphele	1	0
ukuthi	0	0
ukulimala	0	0
lapha	0	0
kule	0	0
ngqikithi	1	1
akusho	0	0
ukulimala	0	0
usemsebenzini.	1	0

IBhodi	0	1
lokudlulisela	1	0
izikhalo	0	0
lingamnika	1	0
umuntu	0	0
ofunayo	0	0
uma	0	0
ecela	0	0
izizathu	0	0
zesinqumo	1	0
esithathiwe.	0	0

Wakhahlela	0	0
qede	1	0
santweza	0	1
sesibheke	0	0
ngaphesheya	1	0
lapho	0	0
kwakumi	0	0
khona	0	0
umfundisi	1	0
omusha.	0	0

Lokho	0	0
kungenza	1	0
nenkukhu	0	0
iwusole	1	1
ummbila	0	0
iyohlebela	1	0
ezinye	0	0

Akhiphe	0	0
isinqumo	1	0
sokugcina	0	1
ngemibandela	0	0
okufanele	0	0
abhaliswe	0	0
ngaphansi	1	0
kwayo	0	0
lowo	0	0
ofake	0	0
isicelo.	1	0

UNzuza	0	0
wakhuluma	0	0
amaqiniso	1	0
ngokufa	0	1
kukaMfundisi	1	0
Bukhosini	0	0
benoMfundisi	0	0
Ndimande.	1	0

Bengenzela	0	0
ukuthi	0	0
aniphathele	0	0
nomngenandlini	1	1
nakhu	0	0
phela	0	0
nesimo	0	0
sakho	0	0
asisihle	1	0
kahle.	0	0

Kodwa	0	0
ke	0	0
zingenza	1	0
ukuhlaselwa	0	0
kuhambe	1	0
kancane	0	1
futhi	0	0
zenze	0	0
kube	0	0
lukhuni	0	0
ukuqhuba	1	0
uhlaselo.	0	0

Abantu	0	0
abangaziwa	1	1
nababambe	0	0
itoho	0	0
kufanele	0	0
bathole	0	0
imvume	1	0
kuqala	0	0
uma	0	0
bengena	0	0
epulazini.	1	0

Usukhohliwe	1	1
yini	0	0
ukuthi	0	0
akufanele	0	0
sidle	0	0
ukudla	1	0
okudala	0	0
ngisho	0	0
namanzi	0	0
okuphuza	1	0
imbala.	1	0

Lokhu	0	0
kwenzeka	1	0
uma	0	0
imali	1	0
yesondlo	0	0
yenyanga	0	0
ingenele	1	0
ukubhekela	0	0
zonke	0	0
izidingo	0	0
zengane.	1	1

Umqala	1	0
wayewumboze	0	0
ngesikhafu	1	0
esinombala	1	0
ofanayo	0	1
nowesigqoko.	0	0

Yebo,	0	1
yiyona	0	0
ndlela	1	0
wonke	0	0
umuntu	0	0
angazigcina	1	0
ngayo	0	0
ephilile	0	0
futhi	0	0
ebukeka	1	0
kahle.	0	0

Abanye	0	1
abantu	0	1
ababhemayo	1	1
kungaba	0	0
nesidingo	0	0
sokuthi	0	0
banqunywe	1	0
imilenze	0	0
uma	0	0
igazi	0	0
lingasahambi.	1	0

Cishe	0	0
ngenkathi	1	0
useyinsizwa	0	1
wake	0	0
wahlangabezana	1	0
noma	0	0
wezwa	0	0
ngenkinga	0	0
efana	1	0
nayo	0	0
lena.	0	0

Sagubhazela	0	1
isifuba	1	0
kuyena	0	0
esebona	0	0
nje	0	0
ukuthi	0	0
izovela	1	0
indaba	0	0
ayibuzwe	0	0
nguPhumla	0	0
wayiphika.	1	0

Ilunga	0	0
lingaqhubeka	1	0
nethuba	0	0
lelo	0	0
kuphela	0	1
uma	0	0
inhlangano	1	1
ivuma	0	0
ngokwayo	0	0
ukuhoxa	1	0
kulelo	0	0
thuba.	0	0

Wayevelelwa	1	0
uma	0	0
kuphele	0	1
inyanga	0	1
ngoba	0	0
kwakuphithizela	1	0
kuxokozele	0	0
kuze	0	0
kuse	0	0
emnyango.	1	0

Ukhohliswa	1	0
yile	0	1
ntshebe	0	1
onayo	0	0
njengoba	1	0
sewaze	0	0
waba	0	0
ngumahlekehlathini	1	1
nje.	0	0

Kumemeza	1	0
uShaka	0	0
kanti	0	0
izwi	0	0
lakhe	0	1
lezwakala	1	0
kuwo	0	0
wonke	0	1
amabutho	0	0
selidluliselwa	1	0
abakhuzi	0	0
bempi.	0	0

Manje	0	0
ukungena	1	0
endlini	0	0
kuzoba	0	0
nzinyana	1	1
ngoba	0	0
kungenzeka	0	0
atholane	0	0
nezimbila	0	0
zithutha	0	0
njengakuqala.	1	0

Ababili	0	1
baqonda	1	0
emshinini	0	0
wokukhipha	0	0
nokufaka	0	0
imali	0	0
bafike	0	0
bawuvula	1	0
baqalisa	0	0
ukufaka	0	0
imali.	1	0

Ngesinye	0	0
isikhathi	1	0
ngiyaye	0	0
ngihlale	0	0
phambi	0	0
kwesibuko	0	0
ngizibuke	1	0
ngihogela	0	0
le	0	0
ntuthu	0	0
enobuthi.	1	1

Ngakho	0	0
ke	0	0
sizothenga	1	0
impahla	0	0
sisebenzisane	0	0
nalabo	0	0
abazoqasha	1	0
abantu	0	0
abaningi	0	1
nxa	0	0
benza	0	0
umsebenzi.	1	0

Uma	0	0
umqashwa	1	0
ethanda	0	1
angamelwa	0	0
ecaleni	1	0
omunye	0	0
umsebenzi	0	0
noma	0	0
omele	0	0
inhlangano	1	0
esemthethweni.	0	0

Uyokwazi	0	0
ukwedlulisa	1	0
lezo	0	0
zifundo	0	0
ezihambelana	0	0
nomsebenzi	1	0
omusha	0	1
noma	0	0
esikhungweni	1	0
afunda	0	0
kuso.	0	0

Ngiphuzise	0	0
amanzi	1	0
nami	0	0
ngiyophumula	1	0
ngetshise	0	1
le	0	0
ndaba	1	0
emnandi	0	0
kaMveli.	0	0

Indlela	0	0
engcono	0	0
yokubulala	1	0
umuzwa	0	1
wokufuna	0	0
ugwayi	1	0
wukuthi	0	0
kuthi	0	0
lapho	0	0
ukufikela	0	0
ungabhemi.	1	0

Khumbulani	1	0
phela	0	0
ukuthi	0	0
nengane	0	1
iqala	0	0
ngokukhasa	1	0
ngaphambi	0	0
kokuthi	0	0
ihambe.	1	0

Okwesibili,	0	0
ukubaluleka	1	0
koMthetho	0	1
siSekelo	0	1
kumele	0	0
kwamukelwe	0	0
futhi	0	0
kuhlonishwe	1	0
yiwo	0	0
wonke	0	0
umuntu.	1	0

Lokhu	0	0
kudinga	0	0
ukwaziswa	1	0
bese	0	0
kuhlinzekwa	0	0
ngemali	0	1
yokuthola	1	0
amacebo	0	0
amasha	0	0
nemidwebo	1	0
eqondene.	0	0

Achaze	0	0
kuleso	0	0
saziso	0	0
ikheli	1	0
lakhe	0	0
elisha	0	1
lokuhlala	1	1
noma	0	0
igama	0	0
nekheli	0	0
lomqashi	1	0
omusha.	0	0

Lelishadi	0	0
lihle	0	0
ngoba	0	0
linikeza	1	0
umphakathi	0	1
amandla	0	0
okucwaninga	1	0
nokuhluza	0	0
kanye	0	0
nokubhekisisa	1	0
isimo.	0	0

Injabulo	1	0
yabo	0	0
yaphenduka	0	0
yaba	0	0
muncu	1	1
lapho	0	0
kuzwakala	1	0
ukuthi	0	0
ingane	0	0
eyomLungu.	0	0

UNgomane	1	0
uphakamisa	0	0
izihlangu	1	0
zakhe	0	0
ukhuluma	0	0
nesixuku.	1	1

Umfundi	0	1
obhala	1	0
ngalesi	0	0
sihloko	0	0
kulindeleke	1	0
ukuthi	0	0
asichazele	0	0
ngalo	0	0
muntu	1	0
athi	0	0
umkhonzile.	1	0

Lo	0	0
mthetho	1	0
uyibeka	0	0
ngokusobala	0	1
ukuthi	0	0
imingcele	0	0
yezindawo	0	0
lezi	0	0
zinkantolo	1	0
ezinamandla	0	0
kuzo.	0	0

UMvelinqangi	0	1
kuphela	1	0
ongabusa	0	0
ngaphandle	0	0
kovalo	0	0
kanti	0	0
angiphiki	1	0
ukuthi	0	0
uShaka	0	0
okwakhe	1	0
kudlulele.	0	0

Ungithumile	1	0
lapha	0	0
kuwe,	0	0
wathi	0	0
ngifike	1	0
ngithi	0	0
uyaxolisa	0	0
kakhulu	1	1
ngalokhu	0	0
akwenze	0	0
kuLwazi.	0	0

Ngenelisiwe	0	0
yisiqiniseko	1	0
sokugcina	0	0
isikhundla	1	1
sami	0	1
emsebenzini.	1	0

Kodwa	0	0
inye	0	0
into	0	0
engingakutshela	1	0
yona	0	0
wukuthi	0	0
ungesabi	1	1
impilo	0	0
yakho	0	0
inhle	0	1
kakhulu.	0	1

UShange	0	0
kube	0	0
sengathi	0	0
unyathele	1	0
inkinobho	0	0
ewuphindisela	1	0
emuva	0	0
umlando	0	1
ngombuzo	1	0
wakhe.	0	0

Sizoyithathaphi	1	0
imali	1	0
umba	0	1
eqolo	1	1
phela	0	0
uJamuludi?	0	0

Le	0	1
komiti	0	1
izobika	1	0
kukhona	0	0
kokubili	1	0
abaphathi	0	0
kanye	0	0
neKomiti	0	0
loKuhlolwa	0	0
kwamabhuku	1	0
lenhlangano	0	0
ezohlola.	0	0

Ingabeka	0	0
leyo	0	1
ngane	0	1
endaweni	1	0
yesikhashana	1	0
ephephile	0	0
inkantolo	0	0
yeZingane	0	0
ize	0	0
iphothule	0	0
uphenyo.	1	0

Okungenjalo	0	1
umfundi	1	0
acelwe	0	0
ukuthi	0	0
anikele	1	0
ngeshumi	0	0
emalini	1	0
yakhe	0	0
yokudla.	0	0

Elami	0	0
ke	0	0
mlingani	1	1
lithi	0	0
uma	0	0
nje	0	0
ebuya,	0	0
yinina	0	0
okumele	0	0
nizibonele	1	0
ukuthi	0	0
nenzani	0	0
ngomakoti	1	0
wenu.	0	0

Leli	0	1
qembu	1	1
lizosebenza	1	0
ngomhla	0	0
wokuqala	0	0
kuze	0	0
kube	0	0
ngowokugcina	1	0
lapho	0	0
umsebenzi	0	0
walo	0	0
usuphethiwe.	0	0

Ukuba	0	0
nesibopho	1	0
kusho	0	0
ukuthi	0	0
unakekela	0	0
nezimpilo	0	0
zalabo	0	0
abesifazane	1	1
oya	0	0
nabo	0	0
ocansini.	1	0

Inhlawulo	1	0
angase	0	0
athwese	0	0
yona	0	0
umqashi	0	1
uma	0	0
ehluleka	0	0
ukulandela	1	0
lokho	0	0
okushiwo	0	0
umthetho.	1	0

Yayithula	1	0
iyibuke	0	0
le	0	1
mithi	0	1
isikhathi	0	0
eside	0	0
iphinde	1	0
futhi	0	0
iyibuyisele	0	0
esikhwameni.	1	0

Sizoqinisa	0	0
imizamo	1	0
yethu	0	0
yokukhuthaza	0	0
abafundi	0	1
ukuthi	0	0
baqede	1	0
imfundo	0	1
yabo	0	1
yamabanga	1	0
aphakeme.	0	0

Ngakho	1	1
ke	0	1
yidla	0	0
ukudla	0	0
okufudumele	1	0
noma	0	0
kufudumeze	1	0
ngemuva	0	0
kokuthi	0	0
ukudle.	1	0

Kwagcizelelwa	1	0
kakhulu	0	1
ukuthi	0	0
akufanele	1	0
amagama	0	0
okufika	0	0
kube	0	0
yiwona	0	0
aqonela	1	0
lawo	0	0
endabuko.	0	0

Lokhu	0	0
kuzovimbela	1	0
isimo	0	0
lapho	0	0
ezinye	0	0
izisebenzi	0	0
zibe	0	0
nomsebenzi	1	0
omningi	0	1
kanti	0	0
ezinye	0	0
zinomncane.	1	0

Ngizophika	1	1
kanti	0	0
uThula	0	0
uzomtshela	0	0
nakhu	1	0
uthe	0	0
ufuna	0	0
ukumbona	1	0
naye.	0	0

UThula	0	0
wadlula	1	0
wayogibela	0	0
ikheshi	0	0
elamthatha	1	0
zasala	0	0
zibakaza	0	1
izintombi.	1	0

Akukho	0	0
muntu	0	0
osebenzisa	1	0
izinto	0	0
zomunye	0	0
umuntu	0	0
ngokucophelela	1	1
njengoba	0	0
esuke	0	0
esebenzisa	1	0
ezakhe.	0	0

Singabonga	0	0
uma	0	0
ungasinikeza	1	0
inani	0	0
selilonke	1	0
lemali	0	1
eniyichitha	1	0
ngokudla	0	0
ekhaya	0	0
lakho.	0	0

Wayezamile	0	0
ukuncenga	1	0
uNgqongqoshe	0	0
ukuthi	0	0
ayinyathele	1	0
ngezinyawo	0	0
le	0	0
ndaba	0	0
njengenhlalayenza.	0	1

Vala	0	0
isilonda	1	0
ngendwangu	0	0
ehlanzekile	1	1
noma	0	0
ikhasi	0	0
lebhanana.	1	0

Mveli	0	0
ngibonga	1	0
iqiniso	1	0
lakho	0	0
nobuqhawe	0	1
bakho	0	0
ekulweni	1	0
nalesi	0	0
sifo.	1	0

UZongile	1	0
wazibona	0	0
efulathelwe	1	0
yidlozi	1	1
kukho	0	0
konke	0	0
okwakumehlela.	1	0

Kungabe	0	0
bakhona	1	0
yini	0	0
abanye	0	0
abantu	1	0
abangekho	0	0
la	0	0
okwamanje	1	0
kepha	0	0
abavame	0	0
ukuba	0	0
khona	1	0
la	0	1
endlini?	0	1

Isetshenziselwani	0	1
imithi	1	0
yokubulala	0	0
izilwanyana	0	0
izinambuzane	1	0
kanye	0	0
nezitshalo	0	0
eziwubuthi?	1	0

Asukumela	0	0
phezulu	1	1
enza	0	0
itulo	1	0
lokuthi	0	0
zibanjwe	1	0
izigebengu.	0	0

Kunomthetho	0	0
osemusha	1	1
nokusiza	0	0
ukuba	0	0
ukwazi	0	0
ukuvikela	0	0
kangcono	0	0
amalungelo	1	0
akho	0	0
ezemvelo.	0	0

Lokho	0	0
kwenza	0	0
amasiko	1	0
ethu	0	0
aphenduke	0	0
inhlekisa	1	1
nento	0	0
yokudlala	0	0
entsheni	0	0
