TOKEN	L1_PRIM	L1_SEC	L2_PRIM	L2_SEC
mens	0	0	0	0
egter	0	0	0	1
lelik	0	1	0	0
skeef.	0	0	0	0

Eis	0	0	1	0
ons	0	0	0	1
onsself	0	0	0	0
'n	0	0	0	0
selfopgelegde	1	0	0	1
voogdyskap	0	0	0	0
toe?	0	0	0	0

Universiteite	0	0	1	0
is	0	0	0	0
outonoom	1	0	0	1
in	0	0	0	0
hulle	0	0	0	0
bestuursbesluite	0	0	0	1

Ons	0	0	0	0
vertrou	1	0	1	0
dat	0	0	0	0
u	0	0	0	1
hierdie	0	0	0	0
beslissing	0	0	0	1
aan	0	0	0	0
u	0	0	0	0
lesers	0	0	0	0
sal	0	0	0	0
oordra	0	0	0	0

Takkie	0	0	1	0
maak	0	0	0	1
so	1	0	0	0
en	0	0	0	0
Mossoelie	0	1	0	0
se	0	0	0	0
lyf	0	0	0	0
word	0	0	0	0
sterk	0	0	0	1

Leerders	0	0	1	0
mag	0	0	0	0
na	0	1	0	1
skool	0	0	0	0
en	0	0	0	0
tweede	1	0	0	1
pouses	0	0	0	0
die	0	0	0	0
sentrum	0	0	0	0
gebruik	0	0	0	0

Dan	0	0	0	1
sal	0	0	0	0
ook	0	0	0	0
alle	1	0	1	0
gevolge	0	0	0	0
van	0	0	0	0
die	0	0	0	0
sonde	0	1	0	0
verdwyn	0	0	0	0

Na	0	0	0	0
eerste	1	0	1	0
Robot,	0	0	0	1
beweeg	0	0	0	0
oor	0	1	0	1
na	0	0	0	0
die	0	0	0	0
linkerkantste	0	0	0	0
baan	0	0	0	0

Enigiets	0	0	1	0
wat	0	0	0	0
ooit	1	0	0	1
deur	0	0	0	0
Roald	0	0	0	1
Dahl	0	0	0	1
geskryf	0	0	0	0
is	0	0	0	0

Haal	1	0	0	1
die	0	0	0	0
ou	0	0	1	0
element	0	0	0	1
uit	0	0	0	0
en	0	0	0	0
gooi	0	0	0	0
dit	0	0	0	0
weg.	0	0	0	0

Dwelms	0	0	0	1
en	0	0	0	0
alkohol	0	0	1	0
word	0	0	0	0
ook	1	0	0	0
aan	0	0	0	0
baie	0	0	0	1
gevalle	0	0	0	0
van	0	0	0	0
gekoppel	0	0	0	0

My	0	0	0	0
inskrywing	1	0	1	0
vir	0	0	0	0
die	0	0	0	0
kompetisie	0	0	0	1
was	0	0	0	0
'n	0	0	0	0
tuisgemaakte	0	1	0	1
kitaar.	0	0	0	0

Klits	0	0	0	1
die	0	0	0	0
eiergele	0	0	1	0
strooisuiker	1	0	0	1
en	0	0	0	0
geursel	0	1	0	1
saam	0	0	0	0
tot	0	0	0	0
lig	0	1	0	0
en	0	0	0	0
donsig	0	0	0	0

Nou	1	0	1	0
die	0	0	0	0
gedagte	0	0	0	0
die	0	0	0	0
skepsel	0	0	0	1
verheug	0	0	0	0
hom	0	0	0	0
in	0	0	0	0
die	0	0	0	0
Skepper	0	0	0	0

Rotte	0	0	1	0
en	0	0	0	0
muise	0	0	0	1
kan	0	0	0	0
ook	1	0	0	0
as	0	0	0	0
draers	0	0	0	1
van	0	0	0	0
die	0	0	0	0
organismes	0	0	0	0
optree	0	0	0	0

Menslike	0	0	1	0
hulpbronne	0	0	0	1
is	0	0	0	0
die	0	0	0	0
brandstof	1	0	0	1
waarmee	0	0	0	0
jy	0	0	0	0
jou	0	0	0	0
besigheid	0	0	0	0
dryf	0	0	0	0

Ook	0	0	0	0
nooit	1	0	1	0
verduidelik	0	0	0	0
waar	0	0	0	0
sy	0	0	0	0
blou	0	1	0	1
oog	0	0	0	0
vandaan	0	0	0	0
gekom	0	0	0	0
het	0	0	0	0
nie	0	0	0	0

Daar	0	0	0	0
aangekom	1	0	1	0
wag	0	0	0	0
Oktawius	0	0	0	1
Maas	0	0	0	1
van	0	0	0	0
die	0	0	0	0
Augsburg	0	0	0	1
Landbouskool	0	0	0	0
ons	0	0	0	0
in	0	0	0	0

Die	1	0	1	0
voertuig	0	0	0	0
kan	0	0	0	0
moontlik	0	0	0	0
sy	0	0	0	0
debuut	0	0	0	1
tydens	0	0	0	0
Sun	0	0	0	1
City	0	0	0	1
maak	0	0	0	0

Dis	0	0	0	0
die	0	0	0	0
laaste	1	0	1	0
ding	0	0	0	0
wat	0	0	0	0
sy	0	0	0	0
nou	0	1	0	1
nodig	0	0	0	0
het.	0	0	0	0

Die	0	0	0	0
verhoog	1	0	1	0
ook	0	0	0	0
blootstelling	0	1	0	1
van	0	0	0	0
u	0	0	0	0
borge	0	0	0	0

Maar	0	0	0	0
ook	0	0	1	0
die	0	0	0	0
berghellings	1	0	0	1
moet	0	0	0	0
besproei	0	0	0	0
word.	0	0	0	0

Ek	0	0	0	0
weet	0	0	0	0
nie	0	0	0	0
of	0	0	0	0
u	0	0	0	0
ooit	1	0	1	0
'n	0	0	0	0
liefdesbrief	0	0	0	0
gehad	0	1	0	1
het	0	0	0	0
nie?	0	0	0	0

Uit	0	0	1	0
die	0	0	0	0
huwelik	0	0	0	1
is	0	0	0	0
drie	1	0	0	0
seuns	0	0	0	1
en	0	0	0	0
twee	0	1	0	0
dogters	0	0	0	1
gebore	0	0	0	0

Leer	0	0	1	0
en	0	0	0	0
onderrig	0	0	0	1
moet	0	0	0	0
fokus	1	0	0	1
op	0	0	0	0
holistiese	0	0	0	0
geïntegreerde	0	0	0	0
ontwikkeling	0	0	0	0

Ons	0	0	0	0
het	0	0	0	0
'n	0	0	0	0
ernstige	1	0	1	0
probleem	0	0	0	0
om	0	0	0	0
op	0	0	0	1
te	0	0	0	0
los.	0	0	0	0

Sy	0	0	0	0
effek	0	0	0	1
is	0	0	0	0
om	0	0	0	0
meer	1	0	1	0
as	0	0	0	0
die	0	0	0	0
Waarheidskommissie	0	0	0	1
te	0	0	0	0
onthou	0	0	0	0

Ek	0	0	0	0
moes	0	0	1	0
vir	0	0	0	0
myself	0	0	0	1
rekenskap	1	0	0	0
gee	0	0	0	0
oor	0	0	0	0
my	0	0	0	0
motiewe	0	0	0	0

En	0	0	0	0
ek	0	0	0	0
maak	0	0	1	0
my	0	0	0	0
oë	1	0	0	1
toe	0	0	0	0
en	0	0	0	0
dink	0	0	0	1
aan	0	0	0	0
my	0	0	0	0
bankstaat	0	0	0	0

Voeg	0	0	1	0
die	0	0	0	0
Ricotta	0	0	0	1
en	0	0	0	0
Mozarella	0	0	0	1
by	0	0	0	0
en	0	0	0	0
roer	0	0	0	0
goed	1	0	0	0
deur	0	0	0	0

In	0	0	1	0
'n	0	0	0	0
evolusieproses	0	0	0	0
moet	0	0	0	0
hy	0	0	0	0
na	0	0	0	0
hoër	1	0	0	1
lewensvorme	0	0	0	0
ontwikkel	0	0	0	0

Sy	0	0	0	0
het	0	0	0	0
geroer	0	0	1	0
in	0	0	0	0
my	0	0	0	0
arms	0	0	0	1
en	0	0	0	0
haar	0	0	0	0
oë	1	0	0	1
oopgemaak	0	0	0	0

En	0	0	0	0
juis	0	0	0	1
dit	0	0	0	0
word	0	0	0	0
so	1	0	1	0
mooi	0	0	0	0
verwoord	0	0	0	0
in	0	0	0	0
die	0	0	0	0
Kategismus	0	0	0	0

Doelskoppe:	1	0	0	1
Derrick	0	0	0	1
Hougaard,	0	0	0	0
Kennedy	0	0	1	0
Tsimba	0	0	0	0

Lees	0	0	1	0
nou	0	0	0	0
deur	0	0	0	0
al	1	0	0	1
drie	0	0	0	0
hierdie	0	0	0	0
werke.	0	0	0	0

Daar	0	0	0	0
kan	0	0	1	0
natuurlik	0	0	0	0
weer	0	0	0	0
taamlik	1	0	0	1
oorvleueling	0	0	0	0
plaasvind	0	0	0	0

Intussen	0	0	1	0
begin	0	0	0	0
dit	0	0	0	0
weer	0	0	0	0
reen	0	0	0	0
en	0	0	0	0
die	0	0	0	0
pad	0	0	0	1
bly	0	0	0	0
seepglad.	1	0	0	0

Maar	0	0	1	0
dit	0	0	0	0
gee	0	0	0	0
altyd	1	0	0	1
groot	0	0	0	0
bevrediging	0	0	0	0
en	0	0	0	0
vreugde	0	0	0	0

Voor	0	0	1	0
haar	0	0	0	0
bed	0	0	0	1
is	0	0	0	0
'n	0	0	0	0
skaapvel	1	0	0	1
op	0	0	0	0
die	0	0	0	0
vloer	0	0	0	0
uitgesprei.	0	0	0	0

Bestudeer	0	0	0	1
die	0	0	0	0
ouderdomsgroep	0	0	0	1
waarna	0	0	0	0
jy	0	0	0	0
mik	1	0	1	0
noukeurig.	0	0	0	0

En	0	0	0	0
op	0	0	0	0
die	0	0	0	0
klippe	0	0	0	0
lê	0	0	0	0
daar	0	0	0	0
'n	0	0	0	0
reuse	1	0	1	0
klomp	0	0	0	0
robbe	0	0	0	0

Hy	0	0	0	0
aanvaar	0	0	0	1
geen	1	0	1	0
objektiewe	0	0	0	0
waarheid	0	0	0	0
wat	0	0	0	0
van	0	0	0	0
God	0	0	0	0
kom	0	0	0	0
nie	0	0	0	0

Sny	0	0	1	0
die	0	0	0	0
vet	0	0	0	0
af	0	0	0	0
en	0	0	0	0
maal	1	0	0	1
dit	0	0	0	0
met	0	0	0	0
'n	0	0	0	0
growwe	0	0	0	0
meul	0	0	0	0

Die	0	0	0	0
oomblik	0	0	0	1
van	0	0	0	0
die	0	0	0	0
vervulling	1	0	1	0
van	0	0	0	0
sy	0	0	0	0
profesie	0	0	0	0
het	0	0	0	0
nou	0	0	0	0
aangebreek	0	0	0	0

Middel	0	0	1	0
laasjaar	1	0	0	1
nooi	0	0	0	0
vriende	0	0	0	1
ons	0	0	0	0
uit	0	0	0	0
vir	0	0	0	0
ete	0	0	0	0

Het	0	0	0	0
geen	1	0	1	0
interne	0	0	0	1
strukture	0	0	0	1
om	0	0	0	0
ervarings	0	0	0	1
mee	0	0	0	0
uit	0	0	0	0
te	0	0	0	0
sorteer	0	0	0	0
nie	0	0	0	0

Kinders	1	0	1	0
is	0	0	0	0
deel	0	0	0	1
van	0	0	0	0
die	0	0	0	0
kudde	0	0	0	1
wat	0	0	0	0
aan	0	0	0	0
jou	0	0	0	0
toevertrou	0	0	0	0
is	0	0	0	0

Hy	0	0	0	0
sien	0	0	0	1
ook	0	0	0	0
om	0	0	0	0
na	0	0	0	0
leerders	1	0	1	0
met	0	0	0	0
gedrags	0	0	0	0
en	0	0	0	0
emosionele	0	0	0	0
probleme	0	0	0	0

Hy	0	0	1	0
het	0	0	0	0
hom	0	0	0	0
skoongemaak	0	0	0	1
en	0	0	0	0
nuwe	0	0	0	0
klere	1	0	0	1
vir	0	0	0	0
hom	0	0	0	0
laat	0	0	0	0
maak	0	0	0	1

Die	0	0	0	0
strategiese	1	0	0	1
sektorplan	0	0	1	0
het	0	0	0	0
uit	0	0	0	0
hierdie	0	0	0	0
versoek	0	0	0	1
gespruit	0	0	0	0

Ek	0	0	0	0
kon	0	0	0	0
nie	0	0	0	0
glo	1	0	1	0
so	0	0	0	0
iets	0	0	0	0
het	0	0	0	0
gebeur	0	0	0	0
nie.	0	0	0	0

Jou	0	0	0	0
begeerte	0	0	0	1
na	0	0	0	0
eer,	1	0	1	0
na	0	0	0	0
erkenning,	0	0	0	1
na	0	0	0	0
genot	0	0	0	0

Plaaslike	0	1	0	1
uitgewers	0	0	0	0
behou	0	0	0	0
met	0	0	0	0
moeite	0	1	0	0
hul	0	0	0	0
rakruimte	1	0	1	0
in	0	0	0	0
boekwinkels	0	0	0	0

Die	0	0	0	0
man	0	0	0	1
is	0	0	0	0
daar	0	0	0	0
weg,	0	0	0	1
verheug	1	0	1	0
oor	0	0	0	0
sy	0	0	0	0
goeie	0	0	0	0
geluk	0	0	0	0

Daar	0	0	1	0
is	0	0	0	0
'n	0	0	0	0
proses	1	0	0	0
waarin	0	0	0	0
ek	0	0	0	0
moet	0	0	0	0
groei.	0	0	0	0

Ek	0	0	0	0
het	0	0	0	0
my	0	0	0	0
skoene	0	0	0	1
uitgeskop	0	0	0	1
en	0	0	0	0
in	1	0	0	0
jou	0	0	0	0
oë	0	0	1	0
opgekyk	0	0	0	0

Jy	0	0	0	0
kan	0	0	0	0
nie	0	0	0	0
veg	1	0	1	0
teen	0	0	0	0
wie	0	0	0	0
jy	0	0	0	0
is	0	0	0	0
nie.	0	0	0	0

Toe	1	0	0	1
kom	0	0	0	0
die	0	0	0	0
storie	0	0	0	0
uit	0	0	0	0
van	0	0	0	0
Mbali	0	1	1	0
se	0	0	0	0
vorige	0	0	0	0
boyfriend	0	0	0	0

Daarom	0	0	0	1
is	0	0	0	0
die	0	0	0	0
gesag	0	0	1	0
waarmee	0	0	0	0
Jesus	1	0	0	1
optree	0	0	0	0
baie	0	0	0	1
belangrik	0	0	0	0

Herhalende	0	0	1	0
joernale	0	0	0	1
kan	0	0	0	0
nou	0	0	0	0
ook	1	0	0	1
'n	0	0	0	0
weeklikse	0	0	0	0
frekwensie	0	0	0	0
hanteer	0	0	0	0

Partykeer	1	0	1	0
word	0	0	0	0
jou	0	0	0	0
waentjie	0	0	0	0
omgegooi.	0	0	0	0

Tom	0	0	0	1
het	0	0	0	0
gatvol	1	0	1	0
geraak	0	0	0	0
en	0	0	0	0
toe	0	0	0	0
een	0	0	0	0
van	0	0	0	0
die	0	0	0	0
Nazis	0	0	0	0
geskiet	0	0	0	0

Veroorsaak	0	0	0	1
deur	0	0	0	0
Bystowwe	1	0	1	0
gewoonlik	0	0	0	0
sterk	0	1	0	1
Alkali	0	0	0	0
of	0	0	0	0
Suur	0	0	0	0

Die	0	0	0	0
afgrensing	0	0	0	1
van	0	0	0	0
die	0	0	0	0
perikoop	1	0	1	0
is	0	0	0	0
eweneens	0	0	0	1
nie	0	0	0	0
so	0	0	0	0
eenvoudig	0	0	0	0
nie	0	0	0	0

Ek	0	0	0	0
wil	0	0	0	0
julle	0	0	0	0
graag	1	0	1	0
net	0	0	0	0
op	0	0	0	0
enkele	0	0	0	0
aspekte	0	0	0	0
waarsku	0	0	0	0

Om	0	0	0	0
fondse	0	0	0	1
en	0	0	0	0
bates	0	0	1	0
te	0	0	0	0
verkry	0	0	0	0
vir	0	0	0	0
gebruik	1	0	0	1
van	0	0	0	0
die	0	0	0	0
Klub	0	0	0	0

Tydens	0	0	0	0
huisbesoek	1	0	1	0
sal	0	0	0	0
hy	0	0	0	0
u	0	0	0	1
om	0	0	0	0
hierdie	0	0	0	0
kaart	0	0	0	0
vra	0	0	0	0

Ek	0	0	0	0
verstaan	0	1	1	0
jy	0	0	0	0
wil	0	0	0	0
vir	0	0	0	0
my	0	0	0	0
n	0	0	0	0
paar	0	0	0	1
vrae	1	0	0	0
vra.	0	0	0	0

Die	0	0	0	0
publiek	0	0	1	0
is	0	0	0	0
soms	1	0	0	1
nie	0	0	0	0
so	0	0	0	0
erg	0	0	0	1
oor	0	0	0	0
haar	0	0	0	0
nie	0	0	0	0

Waarvan	0	0	0	1
ek	0	0	0	0
wil	0	0	0	0
vertel	1	0	1	0
het	0	0	0	0
by	0	0	0	0
Boontjies	0	0	0	1
gebeur	0	0	0	0

Die	0	0	0	0
simposium	0	0	1	0
is	0	0	0	0
hierdie	0	0	0	1
jaar	0	0	0	1
by	0	0	0	0
die	0	0	0	0
Universiteit	0	0	0	0
van	0	0	0	0
Kaapstad	1	0	0	0
aangebied	0	0	0	0

Helder	0	0	1	0
vloeistowwe	0	0	0	0
mag	0	0	0	0
gegee	0	0	0	1
word	0	0	0	0
tot	0	0	0	0
uur	1	0	0	1
voor	0	0	0	0
die	0	0	0	0
prosedure	0	0	0	0

Kort	1	0	1	0
voor	0	0	0	0
die	0	0	0	0
afdraai	0	0	0	0
Sederberge	0	0	0	0
toe	0	0	0	0
hou	0	0	0	1
ons	0	0	0	0
eers	0	0	0	0
stil	0	0	0	0

Dit	0	0	0	0
is	0	0	0	0
'n	0	0	0	0
uitdaging	1	0	1	0
om	0	0	0	0
verskille	0	0	0	1
te	0	0	0	0
erken,	0	0	0	1
herken	0	0	0	1
en	0	0	0	0
ontgin	0	0	0	1

Een	0	0	1	0
manier	0	0	0	0
is	0	0	0	0
om	0	0	0	0
jou	0	0	0	0
verhaal	0	0	0	1
op	0	0	0	0
werklike	1	0	0	1
mense	0	0	0	0
te	0	0	0	0
vestig	0	0	0	0

Sy	0	0	1	0
het	0	0	0	0
natuurlik	1	0	0	1
die	0	0	0	0
paleis	0	0	0	1
verkies.	0	0	0	0

Vir	0	0	0	0
hulle	0	0	0	1
was	0	0	0	0
die	0	0	0	0
opwaartse	0	0	1	0
migrasie	0	0	0	0
moeiliker	1	0	0	1
en	0	0	0	0
baie	0	0	0	0
stadiger.	0	0	0	0

Eindelik	0	1	0	1
ontvang	0	0	0	0
Hy	0	0	0	0
dit	0	0	0	0
waarna	0	0	0	0
hy	0	0	0	0
so	1	0	1	0
verlang	0	0	0	0
het:	0	0	0	0
sy	0	0	0	0
vryheid	0	0	0	1

Tog	0	1	1	0
beteken	0	0	0	0
die	0	0	0	0
uitdrukking	0	0	0	1
veel	1	0	0	1
meer.	0	0	0	0

Vergeer	0	0	0	1
vermoor	0	0	0	1
is	0	0	0	0
na	0	0	0	0
'n	0	0	0	0
leuen	1	0	1	0
wat	0	0	0	0
hy	0	0	0	0
oorsee	0	0	0	0
vertel	0	0	0	0
het	0	0	0	0

Gelukkig	0	0	0	1
het	0	0	0	0
Pa	0	0	0	1
alles	1	0	1	0
gehoor	0	0	0	0
en	0	0	0	0
gee	0	0	0	0
hom	0	0	0	0
'n	0	0	0	0
taai	0	1	0	0
klap	0	0	0	0

Maar	0	0	0	0
wees	0	0	0	1
verseker	0	0	0	1
jy	0	0	0	0
kan	1	0	1	0
iets	0	0	0	0
daaromtrent	0	0	0	0
doen.	0	0	0	0

Moslems	0	0	0	0
sal	0	0	0	0
verder	1	0	1	0
hulle	0	0	0	0
invloed	0	0	0	0
in	0	0	0	0
Wes	0	0	0	0
Europa	0	0	0	0
baie	0	0	0	1
uitbrei	0	0	0	0

Leerders	0	0	1	0
behoort	0	0	0	0
nuwe	1	0	0	0
woordeskat	0	0	0	1
gedurig	0	1	0	0
te	0	0	0	0
gebruik	0	0	0	0
en	0	0	0	0
vas	0	0	0	0
te	0	0	0	0
lê	0	0	0	0

Hy	0	0	0	0
roer	1	0	1	0
die	0	0	0	0
verf	0	0	0	0
met	0	0	0	0
'n	0	0	0	0
klein	0	0	0	1
stokkie.	0	0	0	0

Laat	0	0	0	1
iemand	0	0	0	0
wat	0	0	0	0
ongesteld	0	0	1	0
is	0	0	0	0
weet	1	0	0	0
dat	0	0	0	0
u	0	0	0	0
aan	0	0	0	0
hom	0	0	0	1
haar	0	0	0	1
dink	0	0	0	0

Die	0	0	0	0
evolusieteorie	0	0	0	0
as	0	0	0	0
verklaring	0	0	0	1
vir	0	0	0	0
die	0	0	0	0
totstandkoming	1	0	1	0
van	0	0	0	0
die	0	0	0	0
mens	0	0	0	0

Telkens	1	0	1	0
moes	0	0	0	0
hy	0	0	0	0
ook	0	0	0	0
die	0	0	0	0
gevolge	0	0	0	0
van	0	0	0	0
sy	0	0	0	0
dade	0	0	0	0
dra	0	0	0	0

Daar	0	1	1	0
moes	0	0	0	0
hulle	0	0	0	0
noodgedwonge	1	0	0	1
eers	0	1	0	1
'n	0	0	0	0
paar	0	0	0	1
dae	0	0	0	0
oorstaan.	0	0	0	0

Die	0	0	0	0
aliens	0	0	1	0
se	0	0	0	0
ruimteskepe	1	0	0	0
was	0	0	0	0
reguit	0	0	0	1
oppad	0	0	0	0
Suid	0	0	0	0
Afrika	0	0	0	0
toe	0	0	0	0

En	0	0	0	0
laat	1	0	1	0
die	0	0	0	0
gedagte	0	0	0	0
van	0	0	0	0
moontlike	0	1	0	1
verwerping	0	0	0	0
jou	0	0	0	0
nie	0	0	0	0
pla	0	0	0	0
nie	0	0	0	0

Ek	0	0	0	0
is	0	0	0	0
so	0	1	1	0
bly	0	0	0	0
ek	0	0	0	0
het	0	0	0	0
uiteindelik	1	0	0	1
op	0	0	0	0
die	0	0	0	0
webblad	0	0	0	0
afgekom	0	0	0	0

Els	0	0	1	0
steek	0	0	0	1
'n	0	0	0	0
sigaret	0	0	0	1
aan	0	0	0	0
en	0	0	0	0
leun	1	0	0	1
agteroor	0	0	0	0
in	0	0	0	0
sy	0	0	0	0
stoel	0	0	0	0

Nog	1	0	1	0
so	0	0	0	0
spannetjie	0	0	0	1
van	0	0	0	0
die	0	0	0	0
Kaap	0	0	0	0
het	0	0	0	0
ons	0	0	0	0
nou	0	0	0	1
al	0	0	0	0
gejoin	0	0	0	0

Daarom	0	0	0	0
is	0	0	0	0
daar	0	0	0	0
nog	0	0	0	0
uitsig	1	0	1	0
uit	0	0	0	0
die	0	0	0	0
dooie	0	0	0	1
dal	0	0	0	0
oorwinning	0	0	0	0
lewe	0	0	0	0

Daar	0	0	0	0
was	0	0	0	0
geen	1	0	1	0
muur	0	0	0	1
om	0	0	0	0
na	0	0	0	0
weg	0	0	0	1
te	0	0	0	0
kyk	0	0	0	0
nie.	0	0	0	0

Daar	0	0	0	0
is	0	0	0	0
duisend	1	0	1	0
en	0	0	0	0
een	0	0	0	0
opvattings	0	0	0	0
oor	0	0	0	0
die	0	0	0	0
gedig.	0	0	0	0

Ons	0	0	0	0
wil	0	0	0	0
graag	1	0	1	0
hoor	0	0	0	0
van	0	0	0	0
mense	0	0	0	0
wat	0	0	0	0
ook	0	1	0	0
in	0	0	0	0
Amerika	0	0	0	0
woon	0	0	0	0

Beweeg	0	0	0	0
weg	0	0	0	1
van	0	0	0	0
passiewe	0	0	0	0
erfgename	1	0	1	0
van	0	0	0	0
kultuur	0	1	0	0
na	0	0	0	0
aktiewe	0	1	0	1
deelnemers	0	0	0	0
daaraan	0	0	0	0

Dit	0	0	0	0
was	0	0	0	0
'n	0	0	0	0
bietjie	0	0	1	0
van	0	0	0	0
'n	0	0	0	0
verrassing	1	0	0	1
gewees	0	0	0	0
sou	0	0	0	0
ek	0	0	0	0
sê	0	0	0	0

De	0	0	0	0
Suffren	0	0	1	0
wat	0	0	0	0
in	0	0	0	0
die	0	0	0	0
Ooste	1	0	0	1
opgetree	0	0	0	0
het	0	0	0	0
versterkings	0	0	0	1
benodig	0	0	0	0
het	0	0	0	0

Ons	0	0	0	0
kan	0	0	0	0
net	0	0	0	0
luister	0	0	0	1
hoe	0	0	0	0
Hy	1	0	1	0
Homself	0	0	0	1
aan	0	0	0	0
Nikodemus	0	1	0	1
voorstel	0	0	0	0

Aan	0	0	0	0
die	0	0	0	0
een	1	0	0	1
kant	0	0	0	0
is	0	0	0	0
dit	0	0	0	0
die	0	0	0	0
opkoms	0	1	1	0
van	0	0	0	0
Euro	0	0	0	0
Engels	0	0	0	0

Hy	0	0	0	0
het	0	0	0	0
sy	0	0	0	0
verslawing	1	0	0	1
erken	0	0	0	0
en	0	0	0	0
belowe	0	1	1	0
hy	0	0	0	0
sou	0	0	0	0
hulp	0	0	0	0
kry	0	0	0	0

Erns	0	0	1	0
met	0	0	0	0
dit	0	0	0	0
wat	0	0	0	0
u	0	0	0	0
aanpak	1	0	0	1
by	0	0	0	0
die	0	0	0	0
Bybelskool	0	0	0	0

Heel	1	0	1	0
onder	0	0	0	0
teen	0	0	0	0
die	0	0	0	0
rant	0	0	0	0
staan	0	0	0	0
die	0	0	0	0
ry	0	0	0	0
rietdakhuisies.	0	0	0	0

Christus	0	0	1	0
die	0	0	0	0
saad	0	0	0	1
van	0	0	0	0
die	0	0	0	0
vrou	0	0	0	1
herstel	0	0	0	0
huwelik	1	0	0	1
en	0	0	0	0
seksualiteit	0	0	0	1

Isak	0	0	0	1
is	0	0	0	0
die	0	0	0	0
pa	1	0	1	0
van	0	0	0	0
die	0	0	0	0
tweeling	0	0	0	0
Esau	0	0	0	1
en	0	0	0	0
Jakob	0	0	0	1

Sy	0	0	1	0
het	0	0	0	0
gehoop	0	0	0	1
Levi	1	0	0	0
sal	0	0	0	0
haar	0	0	0	0
met	0	0	0	0
Jakob	0	0	0	0
kan	0	0	0	0
versoen	0	0	0	0

Dis	1	0	1	0
wat	0	0	0	0
ons	0	0	0	0
beleef	0	0	0	1
in	0	0	0	0
die	0	0	0	0
Westerse	0	0	0	1
wêreld.	0	0	0	0

Kyk,	0	0	1	0
elke	0	0	0	1
godsdiens	1	0	0	0
moet	0	0	0	0
hom	0	0	0	0
uit	0	0	0	0
in	0	0	0	0
sekere	0	0	0	0
vorme	0	0	0	0

Hy	0	0	0	0
trek	1	0	1	0
sy	0	0	0	0
kop	0	0	0	0
terug	0	0	0	1
en	0	0	0	0
kyk	0	0	0	0
John	0	0	0	1
in	0	0	0	0
die	0	0	0	0
oë	0	0	0	0

Prooi	0	0	1	0
word	0	0	0	0
gewurg	1	0	0	0
en	0	0	0	0
in	0	0	0	0
kronkels	0	0	0	0
vasgehou	0	0	0	0
as	0	0	0	0
dit	0	0	0	0
gesluk	0	0	0	0
word	0	0	0	0

Moenie	0	0	0	0
wag	0	0	1	0
tot	0	0	0	0
die	0	0	0	0
pyp	1	0	0	1
begin	0	0	0	0
lek	0	0	0	0
of	0	0	0	0
bars	0	0	0	0
nie.	0	0	0	0

Haal	0	0	0	1
sleutels	0	0	1	0
uit	0	0	0	0
voertuie	1	0	0	1
wanneer	0	0	0	0
dit	0	0	0	0
nie	0	0	0	0
gebruik	0	0	0	0
word	0	0	0	0
nie	0	0	0	0

Hulle	0	0	0	1
kan	0	0	0	0
ook	0	0	1	0
weet	1	0	0	0
watter	0	0	0	0
beskeie	0	0	0	0
plek	0	0	0	0
hulle	0	0	0	0
self	0	0	0	0
inneem.	0	0	0	0

Niks	1	0	1	0
van	0	0	0	0
die	0	0	0	0
oue	0	0	0	1
werk	0	0	0	0
meer	0	0	0	0
so	0	0	0	0
effektief	0	0	0	1
as	0	0	0	0
voorheen	0	0	0	0
nie	0	0	0	0

Hy	0	0	1	0
is	0	0	0	0
ook	1	0	0	0
die	0	0	0	0
hoof	0	0	0	1
van	0	0	0	0
Planetary	0	0	0	0
Citizens	0	0	0	0

Gevolglik	1	0	1	0
beleef	0	0	0	1
jy	0	0	0	0
die	0	0	0	0
huidige	0	1	0	1
situasies	0	0	0	0
baie	0	1	0	0
meer	0	0	0	0
intens	0	0	0	0

Jan	0	0	0	1
van	0	0	0	0
Nieuwenhuizen	0	0	0	1
het	0	0	0	0
die	0	0	0	0
parkeerterrein	1	0	1	0
gelyk	0	0	0	0
gemaak	0	0	0	0
en	0	0	0	0
geteer	0	0	0	0

Dit	0	0	0	0
gaan	0	0	0	0
goed	0	0	0	1
met	0	0	0	0
die	0	0	0	0
mens	0	0	1	0
wat	0	0	0	0
op	0	0	0	0
u	1	0	0	1
vertrou	0	0	0	0

Gegeurde	1	0	1	0
melk	0	0	0	1
het	0	0	0	0
dieselfde	0	0	0	0
voedingswaarde	0	0	0	1
as	0	0	0	0
gewone	0	0	0	0
melk	0	0	0	0

Aan	0	0	0	0
hom	1	0	1	0
kon	0	0	0	0
die	0	0	0	0
volk	0	0	0	0
hulle	0	0	0	0
oorgee	0	1	0	1
in	0	0	0	0
volle	0	0	0	0
vertroue	0	0	0	0

Sjoe,	0	0	1	0
maar	0	0	0	0
daardie	0	0	0	0
mense	0	0	0	0
is	0	0	0	0
jolig	1	0	0	1
en	0	0	0	0
gasvry	0	0	0	0

Die	0	0	0	0
oorwegende	1	0	0	0
getuienis	0	0	0	1
dui	0	0	0	0
egter	0	0	1	0
daarop	0	0	0	0
dat	0	0	0	0
dit	0	0	0	0
eg	0	0	0	1
is	0	0	0	0

Die	0	0	0	0
man	1	0	1	0
is	0	0	0	0
daar	0	0	0	0
weg	0	0	0	0
